boq_name,brand,catalogue_code_dynamic,category,color,countries,default_image,hsn_code,id,is_preferred,item_class,item_name,item_style,item_type,lwhd_metric,sku_id,sku_name,space_tag,specifications,status,sub_category,t_metric,template_id,template_name,theme,unit,us_specifications,images,catalogue_series_dynamic,diameter,dimensions,height,model_3d,length1,width,default_image_mobile,us_dimensions,vendor_brand_dynamic,vendor_catalogue_series_dynamic,thickness,length2,vendor_catalogue_code_dynamic,vendor_dynamic,config,model_no_dynamic,light_temperature_dynamic,product_color_dynamic,type,color_temperature_dynamic,diffuser_type_dynamic,Selling Price
RUSTLING WINDS - PENDANT LIGHT,Rippl,LK002,LIGHTING,,IN,https://s3-dms-prod.flipspaces.app/0bac6083-64cc-48a3-b3cf-f8a64c980e04,94054200,e2c61cef-1e3c-4285-920a-0f0bcf82a641,TRUE,P1,PENDANT LIGHTS,,product,mm,P-LIG-DEC-PEN-217116,LIGHTING DECORATIVE LIGHTS PENDANT LIGHTS Rippl RUSTLING WINDS - PENDANT LIGHT LK002 Kagazkari Collection 600mm (H) x 400mm (D),,"Crafted from the bark of the Daphne Papyrus bush, Lokta paperstands out from regular paper-based light fixtures in terms of its durability, strength, aesthetics as well as functionality.",active,DECORATIVE LIGHTS,,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,,https://s3-dms-prod.flipspaces.app/eda4b163-b97c-4978-9b97-374196975da2,Kagazkari Collection,400,600mm (H) x 400mm (D),600,bde1d654-6cb8-40ff-9e26-53a1198ae21e,,,,,,,,,,,,,,,,,,
BLISSFUL OASIS - PENDANT LIGHT,Rippl,LK001,LIGHTING,,IN,https://s3-dms-prod.flipspaces.app/202bba24-0ae6-4417-8fa1-b42a43d6e89c,94054200,51cb03e6-3a11-42f2-bff3-a0f2cfe7eab9,TRUE,P1,PENDANT LIGHTS,,product,mm,P-LIG-DEC-PEN-938338,LIGHTING DECORATIVE LIGHTS PENDANT LIGHTS Rippl BLISSFUL OASIS - PENDANT LIGHT LK001 Kagazkari Collection 400mm (H) x 400mm (D),,"Crafted from the bark of the Daphne Papyrus bush, Lokta paperstands out from regular paper-based light fixtures in terms of its durability, strength, aesthetics as well as functionality.",active,DECORATIVE LIGHTS,,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,,https://s3-dms-prod.flipspaces.app/45e401c6-1a6d-4929-ad67-5fd948de968d,Kagazkari Collection,400,400mm (H) x 400mm (D),400,bdb8af3b-2be8-4f43-bc35-0ea6fac353f6,,,,,,,,,,,,,,,,,,
BAROQUE - FLOOR LAMP,Rippl,CL006,LIGHTING,,IN,https://s3-dms-prod.flipspaces.app/03554fb8-3b67-43ee-8793-3d50659a84fa,94054200,a3954184-64e8-4706-b5cd-e6f1f03b0434,TRUE,P1,FLOOR LAMPS,,product,mm,P-LIG-DEC-FLO-415003,LIGHTING DECORATIVE LIGHTS FLOOR LAMPS Rippl BAROQUE - FLOOR LAMP CL006 Coalesce Collection 1500mm (H) x 250mm (D),,"Glass is nature’s sustainable choice, forever transparent, and pure. The products not only stand for their aesthetic brilliance but also for functionality, beauty, and sustainability.",active,DECORATIVE LIGHTS,,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,,https://s3-dms-prod.flipspaces.app/7648cd77-3e2d-432a-9053-612eb0281feb,Coalesce Collection,250,1500mm (H) x 250mm (D),1500,,,,,,,,,,,,,,,,,,,
BAROQUE - TABLE LAMP,Rippl,CL005,LIGHTING,,IN,https://s3-dms-prod.flipspaces.app/71dc9791-efb5-4225-877f-13f4e8ee29f4,94054200,9ce29323-fdcc-42e4-8a5f-13a54b48244a,TRUE,P1,TABLE LAMPS,,product,mm,P-LIG-DEC-TAB-961168,LIGHTING DECORATIVE LIGHTS TABLE LAMPS Rippl BAROQUE - TABLE LAMP CL005 Coalesce Collection 500mm (H) x 200mm (D),,"Glass is nature’s sustainable choice, forever transparent, and pure. The products not only stand for their aesthetic brilliance but also for functionality, beauty, and sustainability.",active,DECORATIVE LIGHTS,,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,,https://s3-dms-prod.flipspaces.app/b07501c3-dbbe-4c73-886f-e17a2fca769d,Coalesce Collection,200,500mm (H) x 200mm (D),500,,,,,,,,,,,,,,,,,,,
NEBULA - PENDANT LIGHT,Rippl,CL004,LIGHTING,,IN,https://s3-dms-prod.flipspaces.app/9ead2d4a-7be4-472b-b9ff-3b907975237a,94054200,892a5179-13bb-4804-871d-e32ce7f5a1a4,TRUE,P1,PENDANT LIGHTS,,product,mm,P-LIG-DEC-PEN-530690,LIGHTING DECORATIVE LIGHTS PENDANT LIGHTS Rippl NEBULA - PENDANT LIGHT CL004 Coalesce Collection 500mm (H) x 300mm (D),,"Glass is nature’s sustainable choice, forever transparent, and pure. The products not only stand for their aesthetic brilliance but also for functionality, beauty, and sustainability.",active,DECORATIVE LIGHTS,,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,,https://s3-dms-prod.flipspaces.app/0a145a57-4d5d-4908-877f-dffc0c3e03da,Coalesce Collection,300,500mm (H) x 300mm (D),500,,,,,,,,,,,,,,,,,,,
PRISMA - PENDANT LIGHT,Rippl,CL003,LIGHTING,,IN,https://s3-dms-prod.flipspaces.app/b2bc5a19-7b80-40da-b258-1fa8ad1bd53d,94054200,cc211836-5208-41dd-b4cf-fab902c7a9c6,TRUE,P1,PENDANT LIGHTS,,product,mm,P-LIG-DEC-PEN-425036,LIGHTING DECORATIVE LIGHTS PENDANT LIGHTS Rippl PRISMA - PENDANT LIGHT CL003 Coalesce Collection 450mm (H) x 300mm (D),,"Glass is nature’s sustainable choice, forever transparent, and pure. The products not only stand for their aesthetic brilliance but also for functionality, beauty, and sustainability.",active,DECORATIVE LIGHTS,,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,,https://s3-dms-prod.flipspaces.app/eaab043f-6c3f-40d7-b5cb-1f076f0bab7a,Coalesce Collection,300,450mm (H) x 300mm (D),450,,,,,,,,,,,,,,,,,,,
RAPSODY - PENDANT LIGHT,Rippl,CL002,LIGHTING,,IN,https://s3-dms-prod.flipspaces.app/b0f27f10-2b27-401d-b470-043f1ccdf92e,94054200,7d169363-a4a1-41cb-a4d3-3352c3a36795,TRUE,P1,PENDANT LIGHTS,,product,mm,P-LIG-DEC-PEN-842053,LIGHTING DECORATIVE LIGHTS PENDANT LIGHTS Rippl RAPSODY - PENDANT LIGHT CL002 Coalesce Collection 450mm (H) x 340mm (D),,"Glass is nature’s sustainable choice, forever transparent, and pure. The products not only stand for their aesthetic brilliance but also for functionality, beauty, and sustainability.",active,DECORATIVE LIGHTS,,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,,https://s3-dms-prod.flipspaces.app/4840e021-7063-4deb-a063-17b9babe5770,Coalesce Collection,340,450mm (H) x 340mm (D),450,,,,,,,,,,,,,,,,,,,
AURORA - PENDANT LIGHT,Rippl,CL001,LIGHTING,,IN,https://s3-dms-prod.flipspaces.app/37ff76c3-6319-4e33-8ce5-d0805d4737ba,94054200,bb006a56-6927-4eb3-a025-90aa445562a2,TRUE,P1,PENDANT LIGHTS,,product,mm,P-LIG-DEC-PEN-715437,LIGHTING DECORATIVE LIGHTS PENDANT LIGHTS Rippl AURORA - PENDANT LIGHT CL001 Coalesce Collection 275mm (H) x 300mm (D),,"Glass is nature’s sustainable choice, forever transparent, and pure. The products not only stand for their aesthetic brilliance but also for functionality, beauty, and sustainability.",active,DECORATIVE LIGHTS,,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,,https://s3-dms-prod.flipspaces.app/7993c8db-44be-42d7-ae88-47787f860509,Coalesce Collection,300,275mm (H) x 300mm (D),275,,,,,,,,,,,,,,,,,,,
ARID - FLOOR LAMP,Rippl,ZLM03,LIGHTING,,IN,https://s3-dms-prod.flipspaces.app/3b82bd53-8150-4802-89fc-3fc5053b2778,94054200,aa654b68-1ba0-433f-b98c-62d25ac9ba9c,TRUE,P1,FLOOR LAMPS,,product,mm,P-LIG-DEC-FLO-798963,LIGHTING DECORATIVE LIGHTS FLOOR LAMPS Rippl ARID - FLOOR LAMP ZLM03 Ziva Collection,,"ZIVA lamps are handcrafted with aluminium, wood and fabric to recreate an authentic retro look.",active,DECORATIVE LIGHTS,,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,,,Ziva Collection,,,,,,,,,,,,,,,,,,,,,,
ANDY - FLOOR LAMP,Rippl,ZLM02,LIGHTING,,IN,https://s3-dms-prod.flipspaces.app/373d6a7c-411b-4bfa-ad92-d53705ebd569,94054200,ce607ff5-bd2c-46c2-a527-0f1080afc7c7,TRUE,P1,FLOOR LAMPS,,product,mm,P-LIG-DEC-FLO-520785,LIGHTING DECORATIVE LIGHTS FLOOR LAMPS Rippl ANDY - FLOOR LAMP ZLM02 Ziva Collection,,"ZIVA lamps are handcrafted with aluminium, wood and fabric to recreate an authentic retro look.",active,DECORATIVE LIGHTS,,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,,,Ziva Collection,,,,,,,,,,,,,,,,,,,,,,
AMOK - FLOOR LAMP,Rippl,ZLM01,LIGHTING,,IN,https://s3-dms-prod.flipspaces.app/e737ef73-68fa-46d0-9856-6b0641314d7c,94054200,6c1bbaca-7fd1-4a7a-9e06-1513c0a15253,TRUE,P1,FLOOR LAMPS,,product,mm,P-LIG-DEC-FLO-288757,LIGHTING DECORATIVE LIGHTS FLOOR LAMPS Rippl AMOK - FLOOR LAMP ZLM01 Ziva Collection,,"ZIVA lamps are handcrafted with aluminium, wood and fabric to recreate an authentic retro look.",active,DECORATIVE LIGHTS,,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,,,Ziva Collection,,,,,,,,,,,,,,,,,,,,,,
BRIAN WICKER - PENDANT LIGHT,Rippl,CC003,LIGHTING,,IN,https://s3-dms-prod.flipspaces.app/2f13e31f-0697-4c21-b56a-72efebd1094c,94054200,7763c3ff-a82a-4d90-b1d0-a41fce6c5dee,TRUE,P1,PENDANT LIGHTS,,product,mm,P-LIG-DEC-PEN-326477,LIGHTING DECORATIVE LIGHTS PENDANT LIGHTS Rippl BRIAN WICKER - PENDANT LIGHT CC003 CretoCraft Collection 400mm (H) x 250mm (D),,"Hand-crafted with a blend of wastepaper pulp that is strengthened with cement, redefine lighting with an organic touch.",active,DECORATIVE LIGHTS,,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,,https://s3-dms-prod.flipspaces.app/1d0f7aef-3b00-4728-b08f-502326b4b69c,CretoCraft Collection,250,400mm (H) x 250mm (D),400,18e22bee-f089-4719-9476-727d1e7dbd34,,,,,,,,,,,,,,,,,,
BRIAN - PENDANT LIGHT,Rippl,CC002,LIGHTING,,IN,https://s3-dms-prod.flipspaces.app/21fcae6c-f828-4734-82fb-c90a384c4207,94054200,22d5efd1-6a85-442f-ae3a-cc2e7ffa981d,TRUE,P1,PENDANT LIGHTS,,product,mm,P-LIG-DEC-PEN-732414,LIGHTING DECORATIVE LIGHTS PENDANT LIGHTS Rippl BRIAN - PENDANT LIGHT CC002 CretoCraft Collection 350mm (H) x 250mm (D),,"Hand-crafted with a blend of wastepaper pulp that is strengthened with cement, redefine lighting with an organic touch.",active,DECORATIVE LIGHTS,,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,,https://s3-dms-prod.flipspaces.app/bb71b04f-e099-418f-8b46-7369bc9d45a6,CretoCraft Collection,250,350mm (H) x 250mm (D),350,3314fcb4-f3aa-4c95-8c64-442a96864d44,,,,,,,,,,,,,,,,,,
ASTRO - PENDANT LIGHT,Rippl,CC001,LIGHTING,,IN,https://s3-dms-prod.flipspaces.app/c11c61bb-bdcb-428e-aa85-7261c6fae995,94054200,535d6c05-13a4-4d84-b7c9-d9d40b75ec60,TRUE,P1,PENDANT LIGHTS,,product,mm,P-LIG-DEC-PEN-751336,LIGHTING DECORATIVE LIGHTS PENDANT LIGHTS Rippl ASTRO - PENDANT LIGHT CC001 CretoCraft Collection 200mm (H) x 150mm (D),,"Hand-crafted with a blend of wastepaper pulp that is strengthened with cement, redefine lighting with an organic touch.",active,DECORATIVE LIGHTS,,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,,https://s3-dms-prod.flipspaces.app/700877cb-8902-4471-bd00-d93a821c0715,CretoCraft Collection,150,200mm (H) x 150mm (D),200,fa612ef8-57e0-451b-81ce-c2ee765e2fad,,,,,,,,,,,,,,,,,,
FLORAL 3 - PENDANT LIGHT,Rippl,FP03,LIGHTING,,IN,https://s3-dms-prod.flipspaces.app/2869e500-6bf3-4d7f-83d4-e4a9dba640ef,94054200,05dd4be0-113e-4eeb-91da-b0ddf1476269,TRUE,P1,PENDANT LIGHTS,,product,mm,P-LIG-DEC-PEN-395029,LIGHTING DECORATIVE LIGHTS PENDANT LIGHTS Rippl FLORAL 3 - PENDANT LIGHT FP03 Made in Fabric Collection,,"Each fixture features fabric hand-wrapped around a heavy gauge metal frame, creating elegant edges and unmatched aesthetics.
 
 Delivery timeline: 3-4 weeks",active,DECORATIVE LIGHTS,,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,,,Made in Fabric Collection,,,,,,,,,,,,,,,,,,,,,,
FLORAL 2 - PENDANT LIGHT,Rippl,FP02,LIGHTING,,IN,https://s3-dms-prod.flipspaces.app/93f972fc-b4c6-4529-9242-c802071da977,94054200,8fd3c369-abe4-4039-a2fe-fee02ac869cb,TRUE,P1,PENDANT LIGHTS,,product,mm,P-LIG-DEC-PEN-309597,LIGHTING DECORATIVE LIGHTS PENDANT LIGHTS Rippl FLORAL 2 - PENDANT LIGHT FP02 Made in Fabric Collection,,"Each fixture features fabric hand-wrapped around a heavy gauge metal frame, creating elegant edges and unmatched aesthetics.
 
 Delivery timeline: 3-4 weeks",active,DECORATIVE LIGHTS,,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,,,Made in Fabric Collection,,,,,,,,,,,,,,,,,,,,,,
FLORAL 1 - PENDANT LIGHT,Rippl,FP01,LIGHTING,,IN,https://s3-dms-prod.flipspaces.app/820d3f08-473e-4d30-88f3-50341cdf274f,94054200,5c341719-0602-4fbc-85fe-abf617d49d90,TRUE,P1,PENDANT LIGHTS,,product,mm,P-LIG-DEC-PEN-417232,LIGHTING DECORATIVE LIGHTS PENDANT LIGHTS Rippl FLORAL 1 - PENDANT LIGHT FP01 Made in Fabric Collection,,"Each fixture features fabric hand-wrapped around a heavy gauge metal frame, creating elegant edges and unmatched aesthetics.
 
 Delivery timeline: 3-4 weeks",active,DECORATIVE LIGHTS,,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,,,Made in Fabric Collection,,,,,,,,,,,,,,,,,,,,,,
CHIP - PENDANT LIGHT,Rippl,BU003,LIGHTING,,IN,https://s3-dms-prod.flipspaces.app/aa55a2ee-16dc-4c41-a4b7-bbbe2c94fe4e,94054200,0298d340-ebd5-487a-9b44-6615270dd288,TRUE,P1,PENDANT LIGHTS,,product,mm,P-LIG-DEC-PEN-859379,LIGHTING DECORATIVE LIGHTS PENDANT LIGHTS Rippl CHIP - PENDANT LIGHT BU003 Simpliwood Collection 310mm (H) x 330mm (D),,"Simpliwud is our wooden lighting collection created from sustainable Birch plywood. This collection brings together the timeless and contemporary silhouettes of warm rustic wood to create classic designs.
 
 Delivery timeline: 3-4 weeks",active,DECORATIVE LIGHTS,,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,,https://s3-dms-prod.flipspaces.app/e8e0cffe-5c56-4b0f-9fd8-b1c4ad24704c,Simpliwood Collection,330,310mm (H) x 330mm (D),310,30a52ef4-056a-4289-a3d5-43c1de73a3e7,,,,,,,,,,,,,,,,,,
BRAD- PENDANT LIGHT,Rippl,BU002,LIGHTING,,IN,https://s3-dms-prod.flipspaces.app/69bfc48f-681f-4305-be9a-d5961dbecb84,94054200,dcf4d6c1-c7bc-4412-8dcd-b3d34d942a48,TRUE,P1,PENDANT LIGHTS,,product,mm,P-LIG-DEC-PEN-211314,LIGHTING DECORATIVE LIGHTS PENDANT LIGHTS Rippl BRAD- PENDANT LIGHT BU002 Simpliwood Collection 240mm (H) x 420mm (D),,"Simpliwud is our wooden lighting collection created from sustainable Birch plywood. This collection brings together the timeless and contemporary silhouettes of warm rustic wood to create classic designs.
 
 Delivery timeline: 3-4 weeks",active,DECORATIVE LIGHTS,,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,,https://s3-dms-prod.flipspaces.app/f4290a63-873f-4f07-98d8-d8a076df6d6b,Simpliwood Collection,420,240mm (H) x 420mm (D),240,4fd32f3b-4fa8-47ac-9790-1e5a77a4a1e0,,,,,,,,,,,,,,,,,,
ARLO - PENDANT LIGHT,Rippl,BU001,LIGHTING,,IN,https://s3-dms-prod.flipspaces.app/65c61549-1e88-40de-b0b1-b886b33cf2cd,94054200,7336440e-2eb8-46c4-a7c2-5a45ad6162e7,TRUE,P1,PENDANT LIGHTS,,product,mm,P-LIG-DEC-PEN-332470,LIGHTING DECORATIVE LIGHTS PENDANT LIGHTS Rippl ARLO - PENDANT LIGHT BU001 Simpliwood Collection 540mm (H) x 380mm (D),,"Simpliwud is our wooden lighting collection created from sustainable Birch plywood. This collection brings together the timeless and contemporary silhouettes of warm rustic wood to create classic designs.
 
 Delivery timeline: 3-4 weeks",active,DECORATIVE LIGHTS,,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,,https://s3-dms-prod.flipspaces.app/2300205b-cf95-485f-91c3-f8b44c6ea40d,Simpliwood Collection,380,540mm (H) x 380mm (D),540,a0e06a87-b53c-4ff6-977c-81497120bdc1,,,,,,,,,,,,,,,,,,
CORY - PENDANT LIGHT,Rippl,BU003,LIGHTING,,IN,https://s3-dms-prod.flipspaces.app/6b588e20-d1d4-42b5-a8b7-6fab562470b8,94054200,b74c53ca-6982-41ea-9a47-b076850fbd10,TRUE,P1,PENDANT LIGHTS,,product,mm,P-LIG-DEC-PEN-128951,LIGHTING DECORATIVE LIGHTS PENDANT LIGHTS Rippl CORY - PENDANT LIGHT BU003 Bunai Collection 400mm (H) x 400mm (D),,"Combination of hand-woven cotton fabric, wicker, and paper ropes are used to create a unique lighting experience with a touch of sustainability, adding a warm and visually captivating element to any space.
 
 Delivery timeline: 3-4 weeks",active,DECORATIVE LIGHTS,,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,,https://s3-dms-prod.flipspaces.app/2a289289-570f-47af-93e1-36abf9b18921,Bunai Collection,400,400mm (H) x 400mm (D),400,,,,,,,,,,,,,,,,,,,
BLISS - PENDANT LIGHT,Rippl,BU002,LIGHTING,,IN,https://s3-dms-prod.flipspaces.app/2766161c-8125-44a2-807c-7b3f27fa4277,94054200,2d1ab55f-6319-4632-82ad-1fadc169e581,TRUE,P1,PENDANT LIGHTS,,product,mm,P-LIG-DEC-PEN-795509,LIGHTING DECORATIVE LIGHTS PENDANT LIGHTS Rippl BLISS - PENDANT LIGHT BU002 Bunai Collection 300mm (H) x 385mm (D),,"Combination of hand-woven cotton fabric, wicker, and paper ropes are used to create a unique lighting experience with a touch of sustainability, adding a warm and visually captivating element to any space.
 
 Delivery timeline: 3-4 weeks",active,DECORATIVE LIGHTS,,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,,https://s3-dms-prod.flipspaces.app/758b72a5-b027-4fd9-9f92-da0e7af72130,Bunai Collection,385,300mm (H) x 385mm (D),300,,,,,,,,,,,,,,,,,,,
ALLURE - PENDANT LIGHT,Rippl,BU001,LIGHTING,,IN,https://s3-dms-prod.flipspaces.app/fc1c2353-49bc-450d-a389-ffa0d9069221,94054200,fc014910-c6fa-4e4d-933a-dc344e3b9c52,TRUE,P1,PENDANT LIGHTS,,product,mm,P-LIG-DEC-PEN-987367,LIGHTING DECORATIVE LIGHTS PENDANT LIGHTS Rippl ALLURE - PENDANT LIGHT BU001 Bunai Collection 300mm (H) x 350mm (D),,"Combination of hand-woven cotton fabric, wicker, and paper ropes are used to create a unique lighting experience with a touch of sustainability, adding a warm and visually captivating element to any space.
 
 Delivery timeline: 3-4 weeks",active,DECORATIVE LIGHTS,,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,,https://s3-dms-prod.flipspaces.app/2111ec8b-b2a2-41ff-908a-58d734cfaa6c,Bunai Collection,350,300mm (H) x 350mm (D),300,,,,,,,,,,,,,,,,,,,
LIGHT 4,ELESTRO,FLBR_LT04,LIGHTING,,US,https://s3-dms-prod.flipspaces.app/43e2bfe3-32dd-4340-abab-3d3c50b47935,94054200,15f7224d-e5f9-4455-a7c3-0b95282c53cf,TRUE,P1,PENDANT LIGHTS,,product,mm,P-LIG-DEC-PEN-300292,LIGHTING DECORATIVE LIGHTS PENDANT LIGHTS ELESTRO LIGHT 4 FLBR_LT04 08 (L) x 08 (W) x 08 (H),,"Structure : Round Frosted Globe Wall Lamp emitting a soft glow that imparts a warm 
 
 
 Base : Metal Base",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"Structure : Round Frosted Globe Wall Lamp emitting a soft glow that imparts a warm 
 
 
 Base : Metal Base",,,,,,,,,https://s3-dms-prod.flipspaces.app/ed5c105f-044f-4137-ae5b-2b12ec51ff0b,"0'8"" (L) x 0'8"" (W) x 0'8"" (H)",,,,,,,,,,,,,,99
LIGHT 2,ELESTRO,FLBR_LT03,LIGHTING,,US,https://s3-dms-prod.flipspaces.app/559cd306-0680-4625-b747-d9cac50c1cbf,94054200,a870ee40-9c4f-4eca-81aa-60b5e2d5fa7e,TRUE,P1,PENDANT LIGHTS,,product,mm,P-LIG-DEC-PEN-395065,LIGHTING DECORATIVE LIGHTS PENDANT LIGHTS ELESTRO LIGHT 2 FLBR_LT03,,"Decorative wall-mounted light with metallic brass finish backplate and vertical stem, accented with black bead detailing. Designed with a cylindrical diffuser for soft ambient illumination.",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"Decorative wall-mounted light with metallic brass finish backplate and vertical stem, accented with black bead detailing. Designed with a cylindrical diffuser for soft ambient illumination.",https://s3-dms-prod.flipspaces.app/f9d04dde-e597-4e4d-bce6-8a8612c560f3,,,,,,,,https://s3-dms-prod.flipspaces.app/1c2c3fa4-35b0-4d1f-a0f3-701311a87c90,,,,,,,,,,,,,,,415
LIGHT 3,ELESTRO,FLBR_LT03.1,LIGHTING,,US,https://s3-dms-prod.flipspaces.app/49253557-2ff2-49d9-a52b-0d792ea255a9,94054200,21e2cf87-18c6-4f54-a33b-6fd52c5adaaa,TRUE,P1,PENDANT LIGHTS,,product,mm,P-LIG-DEC-PEN-280772,LIGHTING DECORATIVE LIGHTS PENDANT LIGHTS ELESTRO LIGHT 3 FLBR_LT03.1,,Decorative wall-mounted light with metallic black finish backplate and horizontal stem. Designed with a conical diffuser for soft ambient illumination.,active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,Decorative wall-mounted light with metallic black finish backplate and horizontal stem. Designed with a conical diffuser for soft ambient illumination.,,,,,,,,,,,,,,,,,,,,,,,,250
LIGHT 2,ELESTRO,FLBR_LT02,LIGHTING,,US,https://s3-dms-prod.flipspaces.app/4f744cd4-76ba-4e4d-94fa-b92dbbaaafbc,94054200,5dbaadaa-5f7e-435a-ba9b-d01b688a98c4,TRUE,P1,PENDANT LIGHTS,,product,mm,P-LIG-DEC-PEN-189645,LIGHTING DECORATIVE LIGHTS PENDANT LIGHTS ELESTRO LIGHT 2 FLBR_LT02,,"Hanging pendant light with hand-woven natural rattan/cane shade in a dome form with fringed edge. Finished in natural brown tone, suspended with black cord.",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"Hanging pendant light with hand-woven natural rattan/cane shade in a dome form with fringed edge. Finished in natural brown tone, suspended with black cord.",,,,,,,,,https://s3-dms-prod.flipspaces.app/7da5648b-8c2a-43d1-b59e-d9d6ddb7a990,,,,,,,,,,,,,,,249
LIGHT,ELESTRO,FLBR_LT02,LIGHTING,,US,https://s3-dms-prod.flipspaces.app/48f15677-3ace-461f-a7ad-1bd0804cc4b6,94054200,cda10940-841d-4e5b-8bdb-461227361ed8,TRUE,P1,PENDANT LIGHTS,,product,mm,P-LIG-DEC-PEN-736144,LIGHTING DECORATIVE LIGHTS PENDANT LIGHTS ELESTRO LIGHT FLBR_LT02,,"Decorative hanging pendant with handwoven natural fiber shade and tapered top detail. Finished in natural straw tone with textured fringe surface, suspended by black cord.",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"Countertop w/. waterfall : Approved Quartz stone finish on a base of MDF as per selection.
 
 
 
 Front Fascia : To be made in flexible fluted oak wood panel as per selection and to be finished in approved wood polish.
 
 
 
 Structure / Storage : To be made in MDF as per selection.
 
 Storage to have adj. shelfs, openable shutters and soft closing drawers.
 
 
 
 Adj. Shelfs : To be made in MDF as per selection.
 
 
 
 Shutters and Drawers : To be made in MDF and to be finished in approved laminate as per selection.
 
 
 
 Cabinets will have standard laminate finish on inner surfaces.
 
 All exposed edges to be finished with matching edge banding. 
 
 
 
 Hardware : Handle, shelf pin, Hinges, Soft closing drawer mechanism and other auxiliary hardware.
 
 
 
 Storage to have provision for electrical wiring for POS on respective location.",,,,,,,,,,,,,,,,,,,,,,,,3
LIGHT 1,ELESTRO,FLBR_LT01,LIGHTING,,US,https://s3-dms-prod.flipspaces.app/16bafdac-688c-4582-8f5d-f4d02c366696,94054200,6e16bb5d-d7c3-4970-89fe-cec8b783c3f0,TRUE,P1,PENDANT LIGHTS,,product,mm,P-LIG-DEC-PEN-771257,LIGHTING DECORATIVE LIGHTS PENDANT LIGHTS ELESTRO LIGHT 1 FLBR_LT01,,"Cylindrical pendant light with smooth matte white finish, suspended from ceiling with matching cord.",active,DECORATIVE LIGHTS,mm,df1a0510-2182-4eb7-8f34-3521f6f8b708,P_LIGHTING_DECORATIVE LIGHTS,,NOS,"Cylindrical pendant light with smooth matte white finish, suspended from ceiling with matching cord.",,,,,,,,,https://s3-dms-prod.flipspaces.app/cc40b9b5-2bbe-45b2-ac46-e75fda46e87b,,,,,,,,,,,,,,,159
